"School.Type"	"Enrolment"	"Percentage.of.Students.Whose.First.Language.Is.Not.English"	"Percentage.of.Students.Whose.First.Language.Is.Not.French"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.English.Speaking.Country"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.French.Speaking.Country"	"Percentage.of.Students.Receiving.Special.Education.Services"	"Gifted"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Children.Who.Live.in.Low.Income.Households"	"Percentage.of.Students.Whose.Parents.Have.Some.University.Education"	"FSL.Core"	"FSL.Extended"	"FSL.Immersion"	"Gender.Ratio.M.to.F"	"Enrol_sum_all"	"Enrol_sum_JKto3"	"Enrol_sum_4to6"
"Catholic"	"Highest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Lowest"	"High"	"High"	"Highest"	"Highest"	"Highest"	"Low"	"High"	"YES"	"YES"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"Low"	"Lowest"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Low"	"Lowest"	"Low"	"High"	"High"	"Highest"	"Medium"	"Highest"	"YES"	"YES"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"YES"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"High"	"Low"	"Low"	"Highest"	"Medium"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Medium"	"Medium"	"Highest"	"High"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Highest"	"High"	"Medium"	"Highest"	"Highest"	"Lowest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Medium"	"High"	"High"	"Highest"	"Low"	"High"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Highest"	"Medium"	"High"	"Lowest"	"Low"	"Lowest"	"Highest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Medium"	"Highest"	"Low"	"Low"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Medium"	"Medium"	"High"	"High"	"Highest"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Low"	"Medium"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Low"	"Medium"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"High"	"High"	"Highest"	"High"	"High"	"Highest"	"Low"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"FALSE"	"Low"	"High"	"Low"	"Medium"	"Low"	"Medium"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"High"	"Highest"	"High"	"Highest"	"Highest"	"Low"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"High"	"Medium"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"High"	"Lowest"	"Medium"	"Medium"	"Lowest"	"TRUE"	"Highest"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Lowest"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"High"	"Low"	"Low"	"Medium"	"Lowest"	"TRUE"	"Highest"	"Highest"	"Highest"	"High"	"High"	"High"	"Low"	"Highest"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Medium"	"Highest"	"Highest"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"Medium"	"Low"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Lowest"	"Low"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Highest"	"High"	"Highest"	"High"	"Highest"	"High"	"Low"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Lowest"	"Low"	"Low"	"Lowest"	"FALSE"	"Highest"	"Highest"	"High"	"High"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Low"	"High"	"Medium"	"Medium"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"Highest"	"Highest"	"Medium"	"Lowest"	"High"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Low"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Lowest"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"High"	"Lowest"	"Highest"	"YES"	"YES"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"High"	"Highest"	"Medium"	"High"	"High"	"Low"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"High"	"Medium"	"Medium"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Lowest"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"Medium"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Low"	"Medium"	"Medium"	"Low"	"Highest"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"Highest"	"TRUE"	"Highest"	"High"	"Medium"	"Highest"	"Highest"	"High"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"Low"	"Low"	"Medium"	"FALSE"	"Medium"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Low"	"Medium"	"High"	"Medium"	"High"	"Low"	"High"	"YES"	"YES"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Low"	"Medium"	"Lowest"	"FALSE"	"High"	"Highest"	"Highest"	"High"	"High"	"High"	"Medium"	"Highest"	"YES"	"YES"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"High"	"High"	"High"	"Medium"	"Medium"	"High"	"Low"	"Highest"	"YES"	"NO"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Medium"	"Low"	"High"	"Highest"	"Highest"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"High"	"Medium"	"High"	"High"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"TRUE"	"Medium"	"High"	"High"	"Highest"	"High"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"Low"	"Low"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"TRUE"	"High"	"Medium"	"High"	"Highest"	"High"	"Highest"	"Medium"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"High"	"Medium"	"Medium"	"Low"	"High"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"High"	"High"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"High"	"Highest"	"Highest"	"High"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Highest"	"Highest"	"High"	"High"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Lowest"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"High"	"High"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Low"	"FALSE"	"High"	"Low"	"Low"	"Medium"	"Low"	"High"	"High"	"Lowest"	"YES"	"NO"	"YES"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"High"	"Medium"	"High"	"Medium"	"Highest"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"High"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Medium"	"Medium"	"Low"	"Medium"	"Low"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"High"	"Lowest"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Low"	"Low"	"Medium"	"High"	"Medium"	"Medium"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Low"	"Highest"	"Highest"	"Medium"	"High"	"High"	"Highest"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"High"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"High"	"Highest"	"Highest"	"Medium"	"High"	"Highest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Low"	"Highest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"High"	"High"	"High"	"Highest"	"High"	"Low"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Medium"	"Medium"	"High"	"Low"	"Low"	"Low"	"Highest"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Medium"	"Highest"	"Highest"	"Medium"	"High"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"Highest"	"High"	"Low"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"High"	"Low"	"High"	"High"	"Low"	"FALSE"	"High"	"High"	"High"	"Lowest"	"Low"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Medium"	"High"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Low"	"Medium"	"High"	"High"	"Highest"	"High"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Medium"	"Medium"	"High"	"High"	"Highest"	"Low"	"Low"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Medium"	"Medium"	"High"	"High"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Highest"	"Highest"	"Low"	"Low"	"Lowest"	"Medium"	"High"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"High"	"Lowest"	"Highest"	"Highest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Medium"	"High"	"High"	"High"	"High"	"High"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"High"	"Lowest"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Lowest"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"High"	"Highest"	"Medium"	"High"	"High"	"Lowest"	"Medium"	"YES"	"YES"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Lowest"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Highest"	"High"	"Medium"	"High"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Low"	"Lowest"	"Medium"	"Low"	"Medium"	"Lowest"	"High"	"High"	"YES"	"NO"	"YES"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Lowest"	"High"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Low"	"Low"	"Low"	"Medium"	"Medium"	"High"	"High"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Highest"	"High"	"High"	"High"	"Low"	"Low"	"Highest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"Low"	"Low"	"High"	"High"	"Low"	"FALSE"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"Lowest"	"High"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"Medium"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Lowest"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"High"	"Highest"	"Medium"	"Highest"	"Highest"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"High"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Highest"	"Medium"	"Low"	"Medium"	"Medium"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Lowest"	"High"	"Low"	"Highest"	"Highest"	"Lowest"	"FALSE"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"Medium"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"High"	"High"	"Medium"	"Medium"	"High"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Medium"	"High"	"High"	"Medium"	"Lowest"	"Low"	"High"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Lowest"	"High"	"High"	"Medium"	"Low"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"High"	"Low"	"Highest"	"Highest"	"Medium"	"FALSE"	"Low"	"Low"	"Low"	"Lowest"	"Medium"	"High"	"Highest"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"High"	"Low"	"Low"	"Low"	"Medium"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Medium"	"Low"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Lowest"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"High"	"Highest"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"Highest"	"Low"	"Low"	"Low"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"High"	"Lowest"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"High"	"Medium"	"High"	"Medium"	"Low"	"High"	"Lowest"	"High"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Medium"	"High"	"High"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Medium"	"Low"	"Low"	"Low"	"Lowest"	"Medium"	"Low"	"Medium"	"YES"	"NO"	"NO"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Highest"	"High"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Low"	"Medium"	"Medium"	"Medium"	"High"	"High"	"High"	"Low"	"YES"	"NO"	"YES"	"High"	"Low"	"Low"	"Low"
"Catholic"	"Low"	"Medium"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"High"	"Medium"	"Low"	"High"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Low"	"Low"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Medium"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Highest"	"High"	"Highest"	"Low"	"Lowest"	"Low"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Highest"	"Highest"	"Highest"	"Low"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
